ID_0,ISO,NAME_0,ID_12,NAME_12,ID_23,NAME_23,2014_Popul,Poverty_Ra,2014_Pover
163,NGA,Nigeria,13,Ekiti,255,Irepodun/Ifelodun,251292,0.130394,25594
163,NGA,Nigeria,13,Ekiti,256,Ise/Orun,124244,0.193233,26306
163,NGA,Nigeria,13,Ekiti,257,Moba,123970,0.0607356,5988
163,NGA,Nigeria,13,Ekiti,258,Oye,170692,0.12897,21090
163,NGA,Nigeria,14,Enugu,259,Aninri,103907,0.654209,64283
163,NGA,Nigeria,14,Enugu,260,Awgu,256171,0.417857,105057
163,NGA,Nigeria,14,Enugu,261,Enugu East,232791,0.410436,49602
163,NGA,Nigeria,14,Enugu,262,Enugu North,589788,0.249965,81322
163,NGA,Nigeria,14,Enugu,263,EnuguSou,222203,0.338705,51129
163,NGA,Nigeria,14,Enugu,264,Ezeagu,204093,0.228678,47339
163,NGA,Nigeria,14,Enugu,265,Igbo-Eti,272584,0.519778,145201
163,NGA,Nigeria,14,Enugu,266,Igbo-eze North,316640,0.452726,145176
163,NGA,Nigeria,14,Enugu,267,Igbo-eze South,150709,0.512263,78243
163,NGA,Nigeria,14,Enugu,268,Isi-Uzo,189172,0.732411,135900
163,NGA,Nigeria,14,Enugu,269,Nkanu East,211144,0.526406,106504
163,NGA,Nigeria,14,Enugu,270,Nkanu West,202478,0.398656,78644
163,NGA,Nigeria,14,Enugu,271,Nsukka,399893,0.524343,166538
163,NGA,Nigeria,14,Enugu,272,Oji-River,162403,0.325057,49753
163,NGA,Nigeria,14,Enugu,273,Udenu,160233,0.553918,74531
163,NGA,Nigeria,14,Enugu,274,Udi,306294,0.391711,118990
163,NGA,Nigeria,14,Enugu,275,Uzo-Uwani,145471,0.367142,54169
163,NGA,Nigeria,15,Federal Capital Territory,276,Abaji,60985,0.243414,14320
163,NGA,Nigeria,15,Federal Capital Territory,277,AbujaMun,829532,0.160867,95167
163,NGA,Nigeria,15,Federal Capital Territory,278,Bwari,364561,0.119634,37868
163,NGA,Nigeria,15,Federal Capital Territory,279,Gwagwala,126787,0.228319,21841
163,NGA,Nigeria,15,Federal Capital Territory,280,Kuje,109361,0.248652,26484
163,NGA,Nigeria,15,Federal Capital Territory,281,Kwali,102431,0.240305,25354
163,NGA,Nigeria,16,Gombe,282,Akko,824869,0.193742,80443
163,NGA,Nigeria,16,Gombe,283,Balanga,317239,0.442631,138050
163,NGA,Nigeria,16,Gombe,284,Billiri,235191,0.12892,24975
163,NGA,Nigeria,16,Gombe,285,Dukku,250829,0.388988,99363
163,NGA,Nigeria,16,Gombe,286,Funakaye,341308,0.300698,95234
163,NGA,Nigeria,16,Gombe,287,Gombe,1998,0.064751,86
163,NGA,Nigeria,16,Gombe,288,Kaltungo,187875,0.230033,41885
163,NGA,Nigeria,16,Gombe,289,Kwami,204017,0.147552,31290
163,NGA,Nigeria,16,Gombe,290,Nafada,193172,0.474673,93802
163,NGA,Nigeria,16,Gombe,291,Shomgom,202671,0.15623,30806
163,NGA,Nigeria,16,Gombe,292,Yamaltu,302005,0.225402,67323
163,NGA,Nigeria,17,Imo,293,Aboh-Mba,210945,0.161587,38026
163,NGA,Nigeria,17,Imo,294,Ahizu-Mb,196526,0.213244,42363
163,NGA,Nigeria,17,Imo,295,Ehime-Mb,173151,0.222651,40232
163,NGA,Nigeria,17,Imo,296,Ezinihit,152719,0.155508,25617
163,NGA,Nigeria,17,Imo,297,Ideato South,143432,0.291837,40548
163,NGA,Nigeria,17,Imo,298,IdeatoNo,203723,0.254259,35376
163,NGA,Nigeria,17,Imo,299,Ihitte/U,138075,0.138202,21505
163,NGA,Nigeria,17,Imo,300,Ikeduru,150202,0.250055,38997
163,NGA,Nigeria,17,Imo,301,IsialaMb,218702,0.285389,59296
163,NGA,Nigeria,17,Imo,302,Isu,143127,0.233054,33322
163,NGA,Nigeria,17,Imo,303,Mbaitoli,311252,0.115137,34935
163,NGA,Nigeria,17,Imo,304,Ngor-Okp,200150,0.139063,27350
163,NGA,Nigeria,17,Imo,305,Njaba,207187,0.134364,34260
163,NGA,Nigeria,17,Imo,306,Nkwerre,107514,0.261571,28186
163,NGA,Nigeria,17,Imo,307,Nwangele,114710,0.226966,26891
163,NGA,Nigeria,17,Imo,308,Obowo,124741,0.162798,18998
163,NGA,Nigeria,17,Imo,309,Oguta,187464,0.0639552,17212
